"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Gm29530",1.20719461315211e-55,-1.93390884401353,0.032,0.108,3.89742780856159e-51
"Smpdl3a",2.03574253036405e-55,-2.5293294150874,0.038,0.115,6.57239475928033e-51
"Tmem132d",3.60187168641616e-55,-1.22578417951307,0.249,0.347,1.16286427395946e-50
"Wipi1",5.04169016103828e-55,-1.76133193384849,0.046,0.127,1.62770966849121e-50
"Cpq",6.27462217684185e-55,-2.73429608482925,0.05,0.129,2.02576176979339e-50
"Junb",1.54225220812346e-54,-1.5512355338356,0.093,0.187,4.9791612539266e-50
"Mtmr10",1.66312734621701e-54,-1.20207427945614,0.091,0.187,5.36940663726161e-50
"Slc4a4",5.65949123132942e-54,-1.62231635863189,0.283,0.403,1.8271667440347e-49
"Ldlr",8.94893278929254e-54,-1.20483824651774,0.089,0.184,2.8891629510231e-49
"Gm13187",1.11190538604071e-53,-1.79294547093365,0.075,0.162,3.58978653883243e-49
"Pcp4",1.35663690280238e-53,-1.22161774226924,0.293,0.388,4.3799022406975e-49
"Pdgfb",1.8230609533648e-53,-2.03740516019799,0.046,0.126,5.88575228793826e-49
"Wnt5a",1.88941406434651e-53,1.48891038667025,0.102,0.047,6.0999733067427e-49
"Itprid2",2.57729063164271e-53,-1.70471240871731,0.093,0.183,8.32078280425849e-49
"Syt10",3.12269849446492e-53,-1.42667652038731,0.028,0.101,1.008163208938e-48
"Slc15a2",3.37596050996096e-53,-2.33834687796107,0.04,0.114,1.0899288506409e-48
"Dusp7",8.61957348945697e-53,-1.01423911001844,0.103,0.201,2.78282930107118e-48
"Lmo1",8.93327265458549e-53,-1.14886527951619,0.049,0.131,2.88410707653293e-48
"Cygb",9.14805923911156e-53,1.19371666535347,0.127,0.064,2.95345092534717e-48
"Foxo1",9.21011316207436e-53,-1.65861268319574,0.103,0.195,2.97348503437571e-48
"Mcur1",1.16882437503023e-52,-1.92782803152134,0.041,0.117,3.77354949478511e-48
"Zfp36l2",1.79296496784988e-52,-2.85075896298488,0.042,0.116,5.78858739870332e-48
"Ust",2.14944856805677e-52,-1.11849039577375,0.201,0.316,6.9394947019713e-48
"B2m",2.32770372570617e-52,-2.50837850455883,0.081,0.168,7.51499147844236e-48
"Gm26658",4.0002326210147e-52,-1.42030543678949,0.05,0.13,1.2914751016946e-47
"Plekhf2",4.10083497443492e-52,-1.77808120305386,0.036,0.11,1.32395457149631e-47
"Gm12371",4.14744328370357e-52,-1.42863708924778,0.03,0.103,1.3390020641437e-47
"Gm10862",4.14751843044786e-52,-1.25182038993066,0.16,0.26,1.33902632527009e-47
"Gm34304",6.37166330406328e-52,-1.29356570409131,0.057,0.139,2.05709149771683e-47
"Clmn",2.30116104882908e-51,-2.53008526661729,0.055,0.133,7.42929844614468e-47
"Tspan18",3.20657875228687e-51,-2.83889390799423,0.034,0.104,1.03524395017581e-46
"Dusp16",3.39608161933062e-51,-2.10261532641614,0.078,0.16,1.09642495080089e-46
"Abcc8",3.61412288741255e-51,-1.35460768039232,0.089,0.179,1.16681957420114e-46
"Pnpla7",3.6302978948919e-51,-2.68798142935541,0.036,0.108,1.17204167536585e-46
"Gm46102",4.99879250967127e-51,1.51083662205495,0.132,0.07,1.61386016174737e-46
"Lypd1",5.20434989321794e-51,-1.47853592199498,0.062,0.145,1.68022436302541e-46
"Stum",5.78279475090703e-51,-1.12487271172134,0.089,0.179,1.86697528533033e-46
"AW047730",6.69230500112233e-51,-2.26160630533153,0.039,0.112,2.16061066961234e-46
"Sntb2",7.39639372468574e-51,-1.01697730782929,0.16,0.26,2.38792571401479e-46
"Plxnb2",7.9370336427745e-51,-1.33267030239184,0.06,0.142,2.56247131156975e-46
"Dleu7",1.2444422336114e-50,1.08314877994816,0.11,0.053,4.01768175121439e-46
"Per2",1.27534881732259e-50,-1.08444026266797,0.07,0.157,4.11746365672597e-46
"Diras1",1.27826159052581e-50,1.0733529643013,0.136,0.071,4.12686754501258e-46
"Ets2",1.31002687442854e-50,-1.09256239184218,0.092,0.184,4.22942176409255e-46
"Acss1",8.82800343285435e-50,-1.80645674895169,0.092,0.177,2.85012090829703e-45
"Stard4",9.81937101702201e-50,-1.29611304506365,0.062,0.143,3.17018393284556e-45
"Plekhg1",2.04602307691804e-49,-2.06677185294831,0.083,0.163,6.6055855038299e-45
"Nfe2l3",4.01600509306865e-49,-1.57405944279698,0.058,0.137,1.29656724429721e-44
"Rasa3",5.62444768399989e-49,-1.05864652323698,0.182,0.281,1.81585293477936e-44
"Tesc",5.63200829341319e-49,-1.76434966894564,0.043,0.116,1.81829387752845e-44
"Hapln1",6.45141804466791e-49,1.21677490469896,0.124,0.062,2.08284031572104e-44
"Thbs3",7.22945568240116e-49,-1.13534950316748,0.077,0.163,2.33402976706321e-44
"Nwd1",1.05049083862406e-48,-3.47431177700337,0.039,0.107,3.39150967249778e-44
"Gm12296",1.08070558606701e-48,1.16350988569209,0.211,0.134,3.48905798461733e-44
"Mob3b",1.24898192624135e-48,1.26365278295827,0.126,0.065,4.03233814887019e-44
"Ahr",1.7201362350204e-48,1.17829915032545,0.196,0.122,5.55345983476337e-44
"Trbc2",2.03372447607933e-48,-1.94911892362494,0.037,0.107,6.56587947102213e-44
"Siae",2.47755772623235e-48,-1.05858438754565,0.076,0.161,7.99879511914114e-44
"Gfra1",4.33532969164295e-48,-2.84783876956619,0.04,0.109,1.39966119094693e-43
"Dennd3",9.69419818278473e-48,-1.52912418044618,0.041,0.113,3.12977188331205e-43
"Cd63",1.28610118317306e-47,-1.71143966517744,0.178,0.262,4.15217766987422e-43
"Gm14827",2.27563316865189e-47,1.28710895288827,0.134,0.073,7.34688168499262e-43
"Jup",4.35741614644654e-47,-1.45926629634825,0.037,0.106,1.40679180288027e-42
"5530401A14Rik",5.90274131895003e-47,-1.08749395038755,0.079,0.164,1.90570003482302e-42
"Mertk",5.9046731606588e-47,-4.2747859943348,0.054,0.124,1.90632372991869e-42
"Olfm3",7.46618328911594e-47,1.34920944483853,0.298,0.217,2.41045727489108e-42
"Fat1",7.54665611372655e-47,-1.28457818239546,0.146,0.235,2.43643792631662e-42
"Ttc23",1.17904770362002e-46,-1.91259652817912,0.049,0.121,3.80655551113723e-42
"Nr3c2",1.19364257758232e-46,1.51132025611701,0.383,0.308,3.85367506172452e-42
"Efnb1",1.85817218334371e-46,-1.01303246313824,0.052,0.129,5.99910889392516e-42
"Bcan",1.94394396838305e-46,-3.13630506680074,0.096,0.169,6.27602310192467e-42
"Gm35256",2.88161565554394e-46,1.08919101033212,0.109,0.054,9.30329614392361e-42
"Stox1",3.06142383740423e-46,-1.39777549544745,0.034,0.102,9.88380685905956e-42
"Lrrc55",3.14504273631267e-46,-1.18333013003098,0.047,0.121,1.01537704741854e-41
"Mbp",3.50133743060424e-46,-2.78041309049634,0.198,0.295,1.13040678947058e-41
"Tesk2",7.96022159178933e-46,-1.62285239342545,0.038,0.106,2.56995754090919e-41
"Nt5dc1",2.41307417000198e-45,-1.05070421412258,0.128,0.219,7.79060995785138e-41
"Calb1",4.52071140997185e-45,1.65672751511812,0.254,0.18,1.45951167870941e-40
"Kcnc4",4.55435760977715e-45,-1.088183661714,0.067,0.147,1.47037435431655e-40
"Slc7a11",8.98575234708875e-45,-3.86250774829755,0.044,0.11,2.9010501452576e-40
"Limd1",1.20406639947338e-44,-1.7417065113696,0.043,0.111,3.88732837069981e-40
"Rilpl1",2.30690837360612e-44,-1.1877583180649,0.102,0.186,7.44785368418736e-40
"Htr7",3.62566938880465e-44,1.3606347606576,0.113,0.059,1.17054736217558e-39
"Kcnk4",5.89438965708036e-44,-1.11359946870448,0.035,0.101,1.90300370078839e-39
"Ccne1",7.57686743001517e-44,1.08413781550412,0.103,0.051,2.4461916497804e-39
"Lrrk2",8.53003054858548e-44,-1.12517163846989,0.172,0.262,2.75392036261082e-39
"Ostf1",1.98502243565906e-43,-2.2721119176019,0.045,0.112,6.40864493352527e-39
"Plcxd2",2.25181505003606e-43,-1.24520796739943,0.136,0.221,7.26998488904141e-39
"Phldb2",3.1718649126429e-43,-2.60235325893457,0.047,0.114,1.02403658704676e-38
"Gm32743",3.60119666763851e-43,-1.29246902042441,0.042,0.109,1.16264634414709e-38
"Drc1",3.72934190841136e-43,-1.36914428110973,0.04,0.108,1.20401803513061e-38
"Slc25a37",4.0165744338849e-43,-1.65250612456881,0.063,0.136,1.29675105597974e-38
"Cpne7",4.55357204903437e-43,1.79105733700517,0.109,0.058,1.47012073603075e-38
"Gm41764",6.75945560752682e-43,-1.15272918947576,0.042,0.11,2.18229024289003e-38
"L3mbtl4",1.03539033907613e-42,-1.06265260565325,0.086,0.167,3.34275770970729e-38
"1700080N15Rik",1.89806906394231e-42,-1.42078731193991,0.099,0.179,6.12791597293773e-38
"Myo6",2.78995596434657e-42,-1.77795066168185,0.249,0.334,9.0073728308929e-38
"Soat1",2.98120798967527e-42,-1.4135013812297,0.112,0.193,9.6248299946666e-38
"Dgat2",3.55957738177715e-42,-1.04351939039074,0.075,0.152,1.14920955770675e-37
"Abca1",5.94774010520978e-42,-2.07517627954474,0.119,0.193,1.92022789296698e-37
"Gabrg1",7.93155103049731e-42,-1.53752031102914,0.053,0.122,2.56070125019606e-37
"Chd1l",1.18648888637248e-41,-1.40069329419,0.038,0.103,3.83057936965355e-37
"Nedd9",1.77287318281361e-41,-1.73026304987981,0.058,0.128,5.72372107071373e-37
"Smc4",2.45369347250353e-41,-1.33251477270912,0.079,0.155,7.92174937597764e-37
"Dbi",2.74138361885145e-41,-1.19198691171133,0.371,0.469,8.8505570134619e-37
"Asrgl1",6.75395353535603e-41,-1.64489445833959,0.164,0.243,2.1805138988897e-36
"Sat1",8.75303415735343e-41,-2.33012441675014,0.075,0.146,2.82591707770156e-36
"F3",1.04089481962677e-40,-3.29468357859408,0.048,0.111,3.36052892516503e-36
"Elf1",1.26176937679972e-40,-1.59751281400653,0.085,0.158,4.0736224329979e-36
"Gm5089",2.3954939128771e-40,-2.98936003490499,0.046,0.109,7.73385209772371e-36
"Trp53inp1",3.45782075663226e-40,-1.07260753256028,0.069,0.142,1.11635743127873e-35
"Camk1g",3.55286035965002e-40,1.33264670524001,0.179,0.115,1.14704096711301e-35
"Arhgap31",4.58635657632131e-40,-2.11981159307534,0.12,0.194,1.48070522066534e-35
"Il18",6.26002601467236e-40,-1.92086753731943,0.072,0.141,2.02104939883697e-35
"Pantr2",9.15804044029587e-40,-1.53325511457243,0.056,0.123,2.95667335614952e-35
"Gm26873",1.01780622253061e-39,-1.39868573383138,0.042,0.106,3.28598738944008e-35
"Aff1",1.09848934212928e-39,-1.99964982684564,0.074,0.143,3.54647284106439e-35
"B3gnt2",1.23859484522395e-39,-1.52217870124014,0.064,0.135,3.99880345780552e-35
"Ltbp4",1.34528221331566e-39,-1.12168931422867,0.069,0.142,4.34324362568959e-35
"Ccnd3",1.68896754821313e-39,-2.19227668623462,0.049,0.112,5.45283172940609e-35
"Heg1",1.91303495028878e-39,-1.95951615503922,0.108,0.182,6.17623333700732e-35
"Lurap1",2.85938987697721e-39,-1.23804837967255,0.047,0.112,9.23154021782091e-35
"Slc1a6",9.22370235362241e-39,1.0149850360079,0.143,0.084,2.977872304867e-34
"Dbndd2",3.66092738692263e-38,-1.27451647559949,0.137,0.219,1.18193040686797e-33
"Tnr",5.18114274506041e-38,-1.22232312220927,0.466,0.537,1.67273193524275e-33
"Sytl2",8.21986357868653e-38,-1.19898582709096,0.148,0.234,2.65378295637894e-33
"Cldn10",1.32478840290564e-37,-2.33532858022145,0.043,0.102,4.27707935878087e-33
"Pla2g7",1.50925732659563e-37,-3.30036359863092,0.068,0.13,4.87263727891399e-33
"Fam102a",2.92882630046893e-37,-1.37628121391655,0.087,0.159,9.45571571106395e-33
"Spata2l",5.6151201852494e-37,-1.1081668035499,0.045,0.108,1.81284155180777e-32
"4930473D10Rik",6.20732304449891e-37,1.52775989596467,0.16,0.102,2.00403424491647e-32
"Gm49003",1.16124738215939e-36,1.03774663715699,0.277,0.205,3.7490871733016e-32
"Sparc",1.27185181893159e-36,-3.28429718772634,0.087,0.153,4.10617359742065e-32
"Lama4",1.81338631299979e-36,-1.4210138650174,0.099,0.175,5.85451771151983e-32
"Gm6994",1.90883321930481e-36,1.15079213000652,0.238,0.169,6.16266804852557e-32
"Hmg20b",2.00141931526851e-36,-1.75598333733876,0.055,0.117,6.4615822593444e-32
"Orai1",2.32362496064924e-36,-2.07232018020207,0.055,0.116,7.50182318545607e-32
"Aldoc",3.18756954845228e-36,-2.42621180631856,0.092,0.159,1.02910682871782e-31
"Sorcs3",5.85044236399525e-36,1.46160930285919,0.358,0.301,1.88881531721587e-31
"Lxn",6.27139572978106e-36,-1.36062777012965,0.054,0.117,2.02472011135982e-31
"Otulinl",7.41295361015234e-36,-1.73790230606205,0.085,0.157,2.39327207303768e-31
"Ccnd1",9.34595696107658e-36,-1.39578638601491,0.056,0.119,3.01734220488357e-31
"Serinc3",1.03739172183872e-35,-1.00607954591516,0.373,0.467,3.34921917395632e-31
"Ifitm2",1.5358692424319e-35,-1.1034420811835,0.064,0.13,4.9585538491914e-31
"Mettl7a1",1.74981877202534e-35,-1.03061603093584,0.059,0.125,5.64928990548382e-31
"Slc2a1",1.93478085104868e-35,-2.61796916327162,0.045,0.103,6.24643997761065e-31
"Hexb",2.71629400592505e-35,-1.11398957452211,0.489,0.598,8.76955519812903e-31
"Igfbp4",2.99865503837203e-35,1.04033171806212,0.187,0.124,9.68115779138409e-31
"Cxcl14",3.61850704871021e-35,2.53171997730121,0.133,0.081,1.16823500067609e-30
"Cryab",4.15105762344109e-35,-1.91182144671972,0.089,0.158,1.34016895372795e-30
"Gm10649",4.37238528909627e-35,1.35656337220336,0.133,0.08,1.41162459058473e-30
"Nek6",5.39439288137516e-35,-1.35109000916301,0.071,0.137,1.74157974175197e-30
"Mt1",5.96118855793831e-35,-1.60917729337412,0.146,0.22,1.92456972593038e-30
"Srl",8.9746364503123e-35,-1.13087746890602,0.057,0.119,2.89746137798332e-30
"Adamts18",1.36804261501971e-34,-1.62372567014371,0.088,0.157,4.41672558259113e-30
"Ctsz",3.10928098470554e-34,-1.47924333498316,0.083,0.15,1.00383136591218e-29
"Jam2",3.51665978635664e-34,-1.78067254695488,0.058,0.117,1.13535361202524e-29
"Cyp20a1",5.56397510614973e-34,-1.01742733659661,0.106,0.178,1.79632936302044e-29
"Nkain4",6.72416190525485e-34,-1.29963569352822,0.096,0.165,2.17089567111153e-29
"Ddn",7.17618508815866e-34,-1.08410116705744,0.068,0.133,2.31683135571202e-29
"Vim",1.70040236082943e-33,-1.93335567798194,0.073,0.135,5.48974902193781e-29
"Notch2",2.42788700056154e-33,-1.70341474987614,0.09,0.154,7.83843318131293e-29
"Chst15",8.47068131234528e-33,-1.11232825322985,0.05,0.109,2.73475946169067e-28
"Morc4",5.78779731598977e-32,1.05386140425853,0.117,0.068,1.8685903634673e-27
"Magt1",7.46140844695993e-32,-1.01868913209357,0.099,0.167,2.40891571710101e-27
"Disc1",1.37635575643469e-31,-1.59444677380884,0.079,0.142,4.44356455964938e-27
"Trf",1.78458133023424e-31,-2.83205045469425,0.058,0.115,5.76152082466123e-27
"Slc16a1",2.06288091436762e-31,-2.29846940258319,0.085,0.147,6.66001103203586e-27
"1700016P03Rik",2.18295020796206e-31,-1.10027208485682,0.097,0.163,7.04765474640552e-27
"Rpa1",2.26488138050775e-31,-1.09357093362215,0.104,0.172,7.31216953696929e-27
"Clu",2.2891099996573e-31,-1.39443379128131,0.281,0.361,7.3903916338936e-27
"Tjap1",2.30616302417229e-31,-1.07769498997526,0.066,0.126,7.44544732354023e-27
"Tpst2",2.51281582721485e-31,-1.20670042767954,0.097,0.165,8.11262589816313e-27
"Mcm9",2.89920959365646e-31,-1.05910679938606,0.089,0.154,9.36009817311987e-27
"Hist1h2bc",4.47376002458481e-31,-1.38985664922769,0.048,0.103,1.44435342393721e-26
"Nr4a2",1.51789893367752e-30,-1.79046582923393,0.063,0.121,4.90053670737786e-26
"Sidt1",3.47246549847349e-30,-1.06715180684473,0.246,0.313,1.12108548618217e-25
"Phgdh",1.85620789539062e-28,-1.86848954624965,0.072,0.126,5.9927671902686e-24
"Myadm",3.14573272096204e-28,-1.03627578132034,0.06,0.115,1.01559980896259e-23
"Slc16a11",3.76835163452871e-28,-1.05505778901862,0.052,0.107,1.21661232520759e-23
"Il11ra1",6.77039139139992e-28,-1.07053334077663,0.079,0.139,2.18582086071346e-23
"Zhx2",1.30942674332231e-27,-1.21362298985158,0.158,0.222,4.22748424081608e-23
"Txnip",1.32832327680073e-27,-1.28213414921383,0.05,0.102,4.28849169915115e-23
"Anxa5",1.45363405065891e-27,-1.32774664378899,0.058,0.111,4.69305753255229e-23
"Plp1",3.89524909902952e-27,-5.077808265831,0.084,0.142,1.25758117162168e-22
"Rin2",4.95920507636607e-27,-1.47201139718547,0.1,0.159,1.60107935890479e-22
"Slc27a1",5.26604277857319e-27,-1.20707840987518,0.158,0.222,1.70014191106235e-22
"Prdx6",6.36295831276354e-27,-1.13235605294088,0.205,0.273,2.05428109127571e-22
"Cav2",7.15149752393155e-27,-1.18281089414395,0.067,0.122,2.3088609756013e-22
"Creb5",7.70660409401153e-27,-2.22472753883302,0.102,0.155,2.48807713175162e-22
"Hist1h1c",8.38331431725165e-27,-1.00627224087727,0.072,0.128,2.70655302732469e-22
"Sec24d",1.24710098586071e-26,-1.03966939493666,0.094,0.153,4.0262655328513e-22
"2810403D21Rik",1.37848498401028e-26,-1.32798675932247,0.054,0.105,4.45043877087718e-22
"Tpbg",3.28610898573463e-26,-1.1533691143593,0.053,0.104,1.06092028604443e-21
"Dach1",6.06643967610695e-26,-1.76451491403516,0.071,0.122,1.95855004943113e-21
"Gm49969",6.12312767889447e-26,1.08585123796553,0.109,0.066,1.97685177113108e-21
"Trhde",6.12809544672616e-26,1.25179953406843,0.445,0.397,1.97845561497554e-21
"Nphp3",6.16435846934034e-26,-1.23707309336341,0.08,0.136,1.99016313182653e-21
"Grn",7.2992627757542e-26,-1.63809888373174,0.104,0.164,2.35656698715224e-21
"Paqr7",1.10599046256696e-25,-1.47159555158668,0.069,0.122,3.57069020839743e-21
"Id3",1.34187134757286e-25,-2.15251691796893,0.065,0.114,4.33223164563899e-21
"Rel",3.72280174314341e-25,-1.34451721186425,0.063,0.115,1.20190654277385e-20
"Mei4",4.88014672021759e-25,1.18616742070056,0.136,0.09,1.57555536862225e-20
"Car10",6.787969088425e-25,-1.17207151013536,0.32,0.355,2.19149582019801e-20
"C230057M02Rik",1.51340599049578e-24,1.25944090344782,0.222,0.172,4.88603124031563e-20
"0610009E02Rik",1.52165375899327e-24,-1.18470802484986,0.056,0.104,4.91265916090977e-20
"Gsap",5.10648815329896e-24,-1.26870838946494,0.086,0.138,1.64862970029257e-19
"Igfbpl1",1.07503189570087e-23,-1.0656494494793,0.186,0.251,3.47074047527026e-19
"Ppard",1.15608390522053e-23,-1.35618636588033,0.101,0.156,3.73241688800447e-19
"A730060N03Rik",2.44571067322981e-23,1.16266176321991,0.12,0.078,7.89597690852244e-19
"Gm37814",4.78435034813581e-23,-1.31764321856665,0.065,0.113,1.54462750989565e-18
"Rgcc",1.58985111171403e-22,-1.71735398335468,0.099,0.148,5.13283431416875e-18
"Gm2a",4.1934557229083e-22,-1.12487140597218,0.123,0.177,1.35385718014094e-17
"Tle2",4.28774950524619e-22,1.02666304179754,0.13,0.087,1.38429992776873e-17
"Dhrs7",1.04178217550603e-21,-1.4885143517493,0.064,0.11,3.36339375362121e-17
"Itga6",1.15364473097336e-21,-1.46195709361679,0.121,0.172,3.72454201394749e-17
"Vegfa",1.33133249933169e-21,-1.3520831127068,0.141,0.195,4.29820697409237e-17
"Sv2c",2.00184468762011e-21,1.72997994952774,0.124,0.084,6.46295557398154e-17
"Rgs3",2.63296004108166e-21,-1.17754836983263,0.074,0.121,8.50051149263214e-17
"Arhgef10",3.15929708968266e-21,-1.35237241896951,0.079,0.127,1.01997906540405e-16
"Gabrd",8.05577403850166e-21,1.06915090143339,0.181,0.137,2.60080664833026e-16
"Myo5b",8.18351167845278e-21,1.09437276759773,0.174,0.13,2.64204674538848e-16
"Lrig1",2.69832245778743e-20,-1.69404750183973,0.138,0.189,8.71153405496671e-16
"Sash1",3.44849748608299e-20,-1.18355722558115,0.286,0.337,1.11334741338189e-15
"Cnr1",3.49962599887358e-20,1.3628179622694,0.487,0.481,1.12985425373634e-15
"Gpam",5.40923917459691e-20,-1.23985045452003,0.151,0.206,1.74637286751861e-15
"Arhgef3",1.89841998967691e-19,-1.00191609728321,0.235,0.294,6.12904893667191e-15
"Stard13",7.31574024293849e-19,-2.07018842629818,0.121,0.162,2.36188673743269e-14
"Gm38085",2.89776148042147e-18,-1.10890252050298,0.075,0.119,9.35542293954071e-14
"Shc4",1.09404279035082e-17,-1.13624294357064,0.084,0.129,3.53211714864761e-13
"Psat1",1.43086291124973e-17,-1.37235138774356,0.075,0.116,4.61954090896975e-13
"Plagl1",2.40900699807054e-17,-1.65260506985939,0.069,0.109,7.77747909327072e-13
"Man2b1",5.11215708818649e-17,-1.01533033784955,0.122,0.172,1.65045991592101e-12
"Tpp1",7.60886357363373e-17,-1.08186566689951,0.102,0.147,2.45652160474765e-12
"Entpd1",8.67759431537495e-17,-1.52140388045026,0.072,0.113,2.8015613247188e-12
"Rhbdl3",1.03605240878029e-16,-1.61258980474474,0.065,0.103,3.34489520174716e-12
"Hmgb2",2.44849250412278e-16,-1.46976289891321,0.081,0.121,7.90495804956041e-12
"Eci2",3.65226638874658e-16,-1.09610083165287,0.111,0.152,1.17913420360683e-11
"Ccdc141",5.05365889427463e-16,-2.34153910695008,0.074,0.111,1.63157377401656e-11
"Grm4",7.17498778514917e-16,1.11416349975099,0.111,0.077,2.31644480643541e-11
"Hpgds",8.45819488739501e-16,-1.07568499217599,0.107,0.154,2.73072821939548e-11
"Svil",2.25128388351805e-15,-1.73331839853056,0.107,0.144,7.26827001793801e-11
"Fabp7",2.78507147098565e-15,-1.80166225931018,0.391,0.444,8.99160324407717e-11
"Hsd17b11",2.94634946201478e-15,-1.07908346040231,0.081,0.12,9.51228923811473e-11
"Dock10",5.54174829209901e-15,-1.10564601245804,0.216,0.16,1.78915343610416e-10
"Lap3",8.6882320311327e-15,-1.22702412804798,0.071,0.107,2.80499571125119e-10
"Pcx",1.54375404691519e-14,-1.29807590945114,0.132,0.172,4.98400994046568e-10
"Thsd4",3.34754502103768e-14,-1.4999168156678,0.104,0.145,1.08075491004202e-09
"Nxn",5.11859133028812e-14,-1.18864840187649,0.126,0.165,1.65253721098352e-09
"Prdm5",6.37263194770735e-14,-1.47537679852224,0.1,0.135,2.05740422431732e-09
"Cbln2",8.73200775832686e-14,1.68824218664358,0.101,0.073,2.81912870477583e-09
"Eogt",9.20673469844953e-14,-1.34418926554464,0.113,0.153,2.97239429739443e-09
"Lyn",3.28524706971196e-13,-1.72543250225127,0.135,0.175,1.06064201645651e-08
"Crlf3",6.06337482335073e-13,-1.30658731658131,0.128,0.164,1.95756056171878e-08
"Tsc22d4",6.3714988940831e-13,-1.14635148110742,0.149,0.184,2.05703841795473e-08
"Rgs8",2.92155814602916e-12,1.06204769671599,0.107,0.078,9.43225047445515e-08
"Tgfb2",3.31165161821322e-12,-1.27667909460813,0.095,0.129,1.06916672494014e-07
"Cx3cr1",1.4341279417003e-11,-2.2606631654927,0.086,0.119,4.63008205977942e-07
"Htra1",1.46026499141622e-11,-2.45842684784498,0.094,0.122,4.71446552478727e-07
"Whrn",3.86506026479868e-11,-1.00501810467383,0.093,0.125,1.24783470649026e-06
"Cdh18",1.63471898615122e-10,-1.36600671836552,0.311,0.353,5.27769024678922e-06
"Cnp",3.96170312266789e-10,-2.0058136070323,0.089,0.12,1.27903585315333e-05
"Clybl",1.58732804323476e-09,-1.16406701015776,0.167,0.198,5.12468858758343e-05
"Lrtm1",4.96660056981657e-09,1.23779582951446,0.118,0.095,0.000160346699396528
"Parva",5.79082830725748e-09,-1.2121890022567,0.103,0.131,0.000186956891899808
"Eya1",5.83191722377906e-09,-1.2516545977208,0.12,0.146,0.000188283447569707
"B4galt1",1.75226587132025e-08,-1.0315091804929,0.079,0.105,0.000565719036555744
"Appl2",7.51385185669236e-08,-1.09187647579819,0.191,0.216,0.00242584707193313
"Grm1",7.83989835429633e-08,1.00443017772573,0.375,0.382,0.00253111118368457
"Pbx3",8.26038640409927e-08,1.062790724732,0.226,0.284,0.00266686575056345
"Sept4",1.55695231612997e-07,-1.55242457475163,0.123,0.15,0.0050266205526256
"Ptgds",7.46731756723015e-07,-3.21695800593793,0.216,0.248,0.0241082347658026
"Ampd3",1.94314918064454e-06,-1.05891455312208,0.082,0.104,0.062734571297109
"P2ry12",2.74953578982009e-06,-2.25050417517335,0.136,0.163,0.0887687629743416
"Bmp2k",3.21065442951341e-06,-1.05173997965588,0.224,0.245,0.10365597825684
"Tgfbr3",1.47412292552444e-05,-1.37099348862836,0.081,0.1,0.475920586505566
"Car2",4.89023448658833e-05,-1.50868304076906,0.108,0.086,1
"Ndrg2",9.09781364545645e-05,-1.14679188327906,0.16,0.175,1
"Lgmn",0.000179154518832185,-1.5031801337542,0.232,0.259,1
"Gm16168",0.000233042123646401,-1.67867938191807,0.095,0.11,1
"Arhgap24",0.000556675056842211,-1.78938963414159,0.105,0.118,1
"Ptprz1",0.0138149881798633,-1.60808515677044,0.623,0.56,1
"Tmcc3",0.0475841498194774,-1.08827845191811,0.187,0.189,1
"Dpp10",0.0490891192687678,-1.258250690783,0.854,0.659,1
"Palld",0.0593303265210765,-1.31926982280429,0.123,0.126,1
"Ctsd",0.304071648787393,-1.15861273629673,0.294,0.284,1
"Ramp2",0.599280759547783,-1.1356718399208,0.117,0.116,1
"Kit",0.651271389973826,1.04826638772948,0.185,0.196,1
"Creb3l2",0.684298803305205,-1.18728977165213,0.107,0.099,1
"Epb41l2",0.69333514282422,-1.06052227242773,0.395,0.381,1
