"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"4930517O19Rik",1.43964483385858e-178,1.10276522327932,0.425,0.235,4.64789334611243e-174
"Arap2",1.9357455140496e-176,-1.55339934478235,0.279,0.48,6.24955439210912e-172
"Tle4",2.44499986546984e-176,-2.47901471590181,0.327,0.503,7.89368206566938e-172
"Gng12",4.26145706258307e-176,-2.64523487817546,0.114,0.308,1.37581141265494e-171
"Mdga1",5.23812965615127e-176,-3.79300727899632,0.017,0.189,1.69113015948844e-171
"Pde7b",9.29250789312763e-176,-2.58980860108499,0.131,0.327,3.00008617329626e-171
"Chst1",2.45695642107736e-175,-1.58209332325072,0.161,0.372,7.93228380544824e-171
"Ramp1",1.16477101907871e-173,-2.33686683324461,0.081,0.277,3.76046323509563e-169
"Pld5",7.16417585965772e-173,1.72725023295038,0.177,0.059,2.3129541762905e-168
"Prkcb",4.61532928320101e-172,-1.21736733977943,0.445,0.613,1.49005905908145e-167
"Mtus2",1.79607527587442e-171,1.16416078111943,0.593,0.436,5.79862902816057e-167
"Nr3c1",1.84476136943875e-171,-1.32196302324103,0.325,0.514,5.95581208123299e-167
"Crhr1",3.08394179625243e-171,-2.58904244471026,0.037,0.217,9.95650608920098e-167
"Dennd4a",1.40832042498191e-170,-1.07299005746496,0.429,0.602,4.54676249205408e-166
"Antxr1",1.70230628442323e-170,-1.71302065205016,0.103,0.305,5.49589583926038e-166
"Gm20713",6.01442657415705e-170,-4.05496040380439,0.022,0.191,1.9417576194666e-165
"Arhgap10",1.35569665106905e-169,-2.29747962798776,0.096,0.288,4.37686663797642e-165
"2900079G21Rik",1.32619852084688e-168,-2.2781717982518,0.051,0.237,4.28163192455415e-164
"Arhgef26",5.93953173275907e-168,-2.25795226109447,0.079,0.273,1.91757781992127e-163
"C1ql3",9.61734035789914e-168,-3.38821557645979,0.05,0.228,3.10495833454774e-163
"Hs6st2",1.09281765771854e-167,-1.88701985612879,0.254,0.462,3.52816180794431e-163
"Frmd6",1.26408896017654e-167,-1.44750978104703,0.213,0.421,4.08111120792995e-163
"Me1",3.59016004913686e-167,-1.64606073126596,0.108,0.313,1.15908317186383e-162
"Gm13629",3.93262488433801e-167,2.13254563251271,0.238,0.103,1.26964794390853e-162
"Islr2",9.1922269950521e-167,-1.66082682395381,0.113,0.32,2.96771048535257e-162
"Emx1",2.31577288148399e-166,-2.68162245940429,0.023,0.194,7.47647274787105e-162
"Necab1",2.70500284299648e-166,-1.00242461097949,0.252,0.47,8.73310167861413e-162
"Lama2",1.65729048581167e-165,-4.88690347024339,0.029,0.196,5.35056233344297e-161
"Flt3",2.20665777515453e-165,2.54292021085686,0.129,0.036,7.1241946270864e-161
"Homer1",3.88575735677217e-165,-1.24733183654475,0.596,0.684,1.2545167626339e-160
"Tcerg1l",4.2190945147994e-165,1.47493541545686,0.236,0.097,1.36213466410299e-160
"Rab27a",4.22386069705614e-165,1.45685451520127,0.127,0.034,1.36367342604458e-160
"Fezf2",5.45751588985303e-165,-2.80128083970843,0.032,0.205,1.76195900503905e-160
"Phf24",1.22608047610218e-164,-1.37459455232575,0.297,0.464,3.95840081709589e-160
"Vav2",2.58377225423805e-164,1.33785614819818,0.308,0.148,8.34170872280754e-160
"Gabra3",7.52128783807163e-164,1.2357103923851,0.503,0.342,2.42824777852143e-159
"Sst",1.4470658720607e-163,3.72985063458777,0.392,0.244,4.67185216794797e-159
"Rprm",2.21154394395836e-163,-1.98241676307374,0.112,0.31,7.13996962306956e-159
"Rasgrp1",4.3679305091065e-163,-2.48723127417809,0.105,0.286,1.41018636486503e-158
"Cd9",1.04740535299322e-162,-3.80124983959692,0.036,0.204,3.3815481821386e-158
"Gm47271",3.07293783700296e-162,-1.40772121039472,0.176,0.388,9.92097980676407e-158
"Ece2",1.65075799436769e-161,1.37783113270636,0.233,0.095,5.32947218481609e-157
"Klf5",2.3262908976195e-161,1.59070549369752,0.299,0.149,7.51043016296454e-157
"Fras1",1.1644106092888e-160,-2.07789822296615,0.099,0.288,3.75929965208889e-156
"E230016M11Rik",2.37223877798802e-160,1.21145363493333,0.307,0.149,7.65877289473432e-156
"Hs3st4",4.80427102736818e-160,-3.15140938248617,0.168,0.348,1.55105890118582e-155
"Cpne8",1.20419243319238e-159,-1.78389818114049,0.149,0.345,3.8877352705616e-155
"Ppargc1a",1.82473856150043e-159,1.3519850406361,0.445,0.294,5.89116844580412e-155
"Pced1b",7.46673159443467e-159,-1.74808175740841,0.087,0.279,2.41063429526323e-154
"Vps13a",9.95402435401238e-159,-1.13838749129157,0.332,0.513,3.2136567626929e-154
"Ppp2r5a",1.58284995611155e-158,-1.6304204556208,0.162,0.362,5.11023108330614e-154
"Numb",3.89537777023412e-158,-1.29410315885511,0.371,0.541,1.25762271312009e-153
"Sox5",8.99749359845876e-158,-1.09118060236784,0.484,0.696,2.90484080826241e-153
"Nrsn2",1.88442764757734e-157,2.0382810043114,0.15,0.049,6.08387466020343e-153
"Tcf7l2",5.67674489397669e-157,-4.01309687843938,0.023,0.181,1.83273708902038e-152
"Met",6.64976523561262e-157,-1.99002384433511,0.08,0.264,2.14687670631753e-152
"Ntn4",1.9169600032001e-156,1.24172139680781,0.246,0.105,6.18890537033152e-152
"Snx8",5.33754886908735e-156,1.19046363211647,0.147,0.045,1.72322765238485e-151
"Rhou",3.01066619490861e-154,-1.33050550739576,0.162,0.366,9.71993581026245e-150
"6530403H02Rik",3.96423992268991e-154,-4.55733249147415,0.014,0.166,1.27985485904044e-149
"Pcdh18",6.97912475630655e-154,1.45652894544511,0.138,0.041,2.25321042757357e-149
"Scube1",1.98931184474141e-152,-1.15014699201906,0.111,0.315,6.42249329074765e-148
"Gabra2",4.0276328719206e-152,-1.02759958230359,0.369,0.559,1.30032127269957e-147
"Cntn6",1.07737095699271e-151,1.08621803066554,0.559,0.413,3.47829213465098e-147
"Cntn4",2.54438378715437e-151,1.28827142416386,0.596,0.456,8.21454305682788e-147
"Cbfa2t3",1.38814467077602e-150,2.15539466909671,0.304,0.165,4.48162506960037e-146
"Tmem163",1.99583178335404e-150,-3.74211622630696,0.032,0.19,6.44354291255853e-146
"AI504432",2.24775894781681e-150,1.26129709002676,0.347,0.191,7.25688976302658e-146
"Htr4",1.52222424695854e-149,1.77868818912066,0.152,0.05,4.91450098130565e-145
"Mylip",1.620272505177e-149,-2.6107224707463,0.048,0.216,5.23104978296393e-145
"Tmem150c",5.3203460399017e-149,-1.81714051456464,0.143,0.326,1.71767371898226e-144
"Gli3",5.63519324975617e-149,-6.03843602617105,0.012,0.157,1.81932214068378e-144
"Ntsr1",5.87767494363684e-149,-3.77810251738907,0.016,0.165,1.89760735555316e-144
"Gm43507",3.93082168800103e-148,-2.81312868744335,0.032,0.191,1.26906578197113e-143
"Stk33",1.23218460763072e-147,1.94823822321934,0.121,0.034,3.97810800573576e-143
"Rarb",2.04207156679926e-147,1.38490573782437,0.201,0.08,6.5928280534114e-143
"Ubap1l",1.66826213157003e-146,1.89206055309724,0.129,0.039,5.38598429177385e-142
"Gm3510",4.07711582145187e-146,-2.0983409558124,0.034,0.195,1.31629684295574e-141
"Tm6sf1",1.21880318285537e-145,1.03427599711655,0.35,0.195,3.93490607584857e-141
"Dtx4",1.35477994416973e-145,-1.59247035632131,0.105,0.292,4.37390704975197e-141
"Synpo",1.86348575061192e-145,-2.41228148036839,0.057,0.223,6.01626374585059e-141
"Stx1a",2.04455474790795e-145,-1.16130689919746,0.247,0.436,6.60084500362083e-141
"2610035D17Rik",2.20049805869687e-145,-1.63170544238543,0.223,0.411,7.10430798250283e-141
"Gm28376",4.64157743563414e-145,-1.53349693696884,0.125,0.314,1.49853327509448e-140
"Slc8a2",5.1261414131961e-145,-1.43377132125429,0.144,0.332,1.65497475525036e-140
"Zfpm2",1.82799921908486e-144,-1.56028459912953,0.326,0.489,5.90169547881549e-140
"Gucy1b1",2.07471135913192e-144,-1.09603882057235,0.319,0.498,6.69820562295741e-140
"Kcnmb4",7.40773763913393e-144,-1.02677318730865,0.207,0.413,2.39158809679439e-139
"Prdm16",1.96270514799836e-143,-4.62408779177158,0.027,0.174,6.3365935703127e-139
"Osbpl10",2.48419535836688e-143,-1.26027371165926,0.258,0.435,8.02022471448748e-139
"Ankrd50",2.72698709426184e-143,1.36393488354459,0.295,0.15,8.80407783382435e-139
"Rspo3",7.7553389406717e-143,-2.43304946565721,0.077,0.248,2.50381117699586e-138
"Icam5",1.56026050293825e-142,-2.05652227324604,0.101,0.273,5.03730103373615e-138
"Arl5a",1.61720623139137e-142,1.24735836410676,0.486,0.331,5.22115031804704e-138
"Steap2",3.02396644891452e-142,1.42187523245571,0.172,0.062,9.76287568032054e-138
"Ier5",5.4465427278879e-142,-2.11711767937541,0.06,0.226,1.75841631969861e-137
"Egr3",9.56362391548169e-142,-2.96751203827425,0.034,0.188,3.08761598111326e-137
"Cyp7b1",1.31174598916539e-141,-2.09857721239068,0.121,0.298,4.23497192602046e-137
"Shisa4",2.28658842344293e-141,-1.37592231949509,0.197,0.385,7.38225072508549e-137
"Gpr26",2.64590908523891e-141,-1.78452043917574,0.069,0.239,8.54231748169381e-137
"Lama3",9.00960767894166e-140,1.29672049000135,0.117,0.033,2.90875183914632e-135
"Emid1",2.02626894377095e-139,-3.71859127065459,0.022,0.168,6.5418092849645e-135
"Rnf128",3.00638948305114e-139,1.58434192766273,0.178,0.068,9.70612844603061e-135
"Nr4a3",5.70015445913841e-139,-2.50689023604481,0.053,0.212,1.84029486713284e-134
"Rap2a",1.43462243717072e-138,-1.09367604927429,0.207,0.403,4.63167853840567e-134
"Slc12a2",4.75481132236664e-137,-1.17777215114636,0.322,0.518,1.53509083542607e-132
"Crip2",1.28862020001296e-136,-1.04465280515775,0.234,0.436,4.16031031574184e-132
"Rab27b",3.24126070098191e-136,1.51509427299958,0.345,0.204,1.04644101731201e-131
"Igfbp2",3.38405436951062e-136,-1.79032745719049,0.13,0.312,1.0925419531965e-131
"Rap2b",4.91507136001238e-136,-1.28712107672159,0.108,0.292,1.58683078858e-131
"Sv2a",6.80829194714681e-136,1.00290900257443,0.606,0.513,2.19805705513635e-131
"Nptx1",1.56005964317266e-135,-3.16356541845233,0.039,0.187,5.03665255798293e-131
"Myo10",6.78352721777117e-135,-3.6497273375176,0.047,0.197,2.19006176225742e-130
"Ap1s2",1.32741529644516e-133,1.38503634386238,0.331,0.179,4.28556028457319e-129
"Hs6st3",4.47093177485176e-133,-1.18909705849997,0.395,0.548,1.44344032351089e-128
"Gm48321",5.70074539701318e-133,1.450590080381,0.297,0.158,1.84048565142571e-128
"Cplx1",1.94136168414264e-132,1.56467681639829,0.404,0.274,6.26768619725451e-128
"Wnt7b",2.54724408869026e-132,-3.42646124446555,0.016,0.153,8.22377754033651e-128
"Filip1",1.44166185786659e-131,1.611729481826,0.209,0.092,4.65440530812229e-127
"Sorl1",1.6676369811849e-131,-1.18636454978606,0.316,0.478,5.38396599375546e-127
"Raver2",5.51128409352943e-131,-2.82588637723296,0.046,0.194,1.77931806959598e-126
"Vstm5",1.0571191060953e-130,1.54470043574209,0.223,0.102,3.41290903402866e-126
"Nell1os",1.56625784197474e-130,2.76601250184611,0.115,0.035,5.05666344281544e-126
"Lancl3",1.80515692126486e-130,1.07635922075966,0.196,0.079,5.82794912030361e-126
"Serpine2",3.56727980629554e-130,-1.87386934548969,0.148,0.323,1.15169628546251e-125
"Plxnd1",1.95991180162305e-129,-3.20864816304119,0.019,0.155,6.32757525154001e-125
"Slc24a4",2.68716707037663e-129,-3.07066687101633,0.021,0.158,8.67551888671095e-125
"Tmtc1",3.12367180464133e-129,-1.36008682969765,0.289,0.464,1.00847744212845e-124
"Lurap1l",3.13239469461257e-129,1.53195931766821,0.258,0.129,1.01129362715567e-124
"Apoe",5.98774696973554e-129,-3.53325506808515,0.279,0.438,1.93314410917912e-124
"Mme",1.45562020404475e-128,1.72714668278186,0.164,0.062,4.69946982875847e-124
"Adgrb2",3.46348314525978e-128,-1.15356122133332,0.185,0.366,1.11818553344712e-123
"Ppfibp1",1.13253262083818e-127,-1.69231538528387,0.145,0.324,3.65638156637608e-123
"Cpne4",4.23297236298699e-127,-1.58863221310752,0.171,0.34,1.36661512739035e-122
"Cdh20",7.38295927235629e-127,-1.35124051523589,0.221,0.402,2.38358840108023e-122
"Gm16226",1.88859690634572e-126,-2.51448169038323,0.03,0.17,6.09733511213715e-122
"Plch2",1.98128132131854e-126,1.58835676110909,0.195,0.084,6.39656674587692e-122
"Gatm",5.31328565859146e-126,-2.77390058290148,0.062,0.214,1.71539427487625e-121
"Mgat4c",8.07406179024614e-126,1.41045097681344,0.506,0.382,2.60671084898097e-121
"Kctd1",1.20141926592358e-125,-1.21620769989967,0.269,0.437,3.87878210003428e-121
"E130114P18Rik",9.15616754116442e-124,-2.39762415983707,0.043,0.186,2.95606869066493e-119
"Inf2",1.50355979322664e-123,-3.53187976871388,0.017,0.146,4.8542427924322e-119
"Prdm8",2.44538546642999e-123,-2.38440997071166,0.034,0.174,7.89492697836924e-119
"Trib2",2.49627051645408e-123,-1.50094784749679,0.115,0.286,8.05920936237201e-119
"Gm11266",2.64745684690743e-123,-2.13563858839626,0.05,0.197,8.54731443024063e-119
"Peak1",3.58972187794908e-123,-1.36099205335658,0.256,0.423,1.15894170829586e-118
"Ror2",6.31694267164538e-123,1.46479773167015,0.185,0.077,2.03942494154071e-118
"Gm14636",1.64014552395882e-122,-2.95980665974835,0.019,0.149,5.29520982410105e-118
"Cap2",1.76081384466231e-122,-1.56913633383464,0.226,0.38,5.68478749749226e-118
"Tspan7",4.6646404483923e-122,-1.15066045064706,0.56,0.728,1.50597916876345e-117
"Skap2",9.24451663707781e-121,-4.36579804367594,0.013,0.138,2.98459219628057e-116
"Cdon",1.24154522566038e-120,-1.37780380278493,0.209,0.392,4.00832876104453e-116
"Zdhhc23",1.35599428916125e-120,-1.74032063934261,0.065,0.218,4.37782756255711e-116
"Gm15614",1.58196320909875e-120,1.01970232684299,0.344,0.192,5.10736822057531e-116
"Rnf182",5.73206313591144e-120,-1.40115135427074,0.098,0.263,1.85059658342901e-115
"Sh3d19",7.1577384049715e-120,-1.29867855999553,0.287,0.46,2.31087584404505e-115
"Wdpcp",1.51163352074389e-119,-1.06539230021619,0.216,0.397,4.88030882172164e-115
"Cnih3",8.00376351650337e-118,-1.59184961461368,0.111,0.271,2.58401505130311e-113
"Pgm2l1",3.097796909097e-117,-1.0617328241412,0.424,0.547,1.00012373210197e-112
"Prex2",4.63402009408751e-117,-3.75127329452718,0.074,0.219,1.49609338737615e-112
"Akap13",2.37991562719485e-116,-1.64673583244616,0.202,0.366,7.68355760239858e-112
"Ildr2",4.16073404499035e-116,-1.23814492799865,0.239,0.403,1.34329298642513e-111
"Syt4",6.06735493033e-116,-1.17176838217358,0.442,0.573,1.95884553925704e-111
"Itga4",1.24408588161422e-115,-3.22286995862096,0.016,0.139,4.0165312687915e-111
"Fn1",1.63154835332999e-115,-4.15465021446345,0.021,0.145,5.26745385872589e-111
"Parm1",4.77799141657936e-115,2.0365988828023,0.215,0.104,1.54257452884265e-110
"Klf10",6.50208084964688e-115,-2.17189462793033,0.031,0.164,2.09919680230849e-110
"Me3",7.17910079620873e-115,1.19740641767148,0.427,0.293,2.31777269205599e-110
"Gm43445",1.02507122685453e-114,-2.27149105541079,0.028,0.158,3.30944245589985e-110
"Fads2",2.65720009931278e-114,-1.09969209147977,0.207,0.389,8.57877052063132e-110
"Kcng1",7.97271223326352e-114,-3.95482103828318,0.008,0.123,2.57399014450913e-109
"Pamr1",1.37502011936742e-113,-3.8222170648866,0.018,0.139,4.43925245537771e-109
"Gm13986",1.84452864716538e-113,2.47894409103844,0.144,0.056,5.95506073737342e-109
"Rai2",3.62392486042956e-113,1.59012023639041,0.278,0.151,1.16998414118968e-108
"Zfp36l1",5.36626639121917e-113,-4.35002137886261,0.012,0.128,1.73249910440511e-108
"Rgs20",4.11666020760864e-112,-2.51381578818015,0.18,0.336,1.32906374802645e-107
"Gpr88",1.9629833509597e-111,-2.80472776204467,0.023,0.146,6.33749174857338e-107
"Diaph3",9.78219713308e-111,-3.38153023482342,0.032,0.157,3.15818234441488e-106
"Syt2",1.19828402703637e-110,2.5109150333598,0.11,0.036,3.86865998128693e-106
"Rnf144b",1.56784847836115e-110,1.63953827102775,0.261,0.145,5.06179881238897e-106
"Wipf1",1.59893616218458e-110,-4.74286175076227,0.017,0.133,5.16216539961293e-106
"Sphkap",2.58920877375738e-110,-1.31309061500956,0.28,0.422,8.35926052607569e-106
"Gm10855",1.08729603045186e-109,-3.76313503381668,0.008,0.119,3.51033523431383e-105
"Lypd6b",3.40259142539372e-109,1.44242344471571,0.234,0.117,1.09852664168836e-104
"Cachd1",3.91164773519478e-109,-1.60959667722758,0.104,0.254,1.26287547130763e-104
"Chst8",5.18661686042182e-109,-3.41241811829474,0.015,0.129,1.67449925338719e-104
"4930578M01Rik",6.81446947144482e-109,-1.39280197119928,0.126,0.282,2.20005146885596e-104
"Msmo1",7.47872430376878e-109,-1.27884758324418,0.283,0.451,2.41450614147175e-104
"Gm28756",1.20765299242362e-108,1.61224367465868,0.197,0.091,3.89890768603965e-104
"Smad3",1.43888701837303e-108,-2.05762329523515,0.059,0.196,4.64544673881731e-104
"Adra1b",3.262856857223e-108,1.9170782734604,0.165,0.07,1.05341333635444e-103
"Slco1c1",4.07844072402282e-108,-5.6572306441644,0.021,0.137,1.31672458775077e-103
"Nefl",4.93914487153631e-108,-1.43861693477951,0.187,0.343,1.5946029217755e-103
"Arhgef28",2.14844667785757e-107,-1.36065757371283,0.14,0.3,6.93626009946315e-103
"Neurod1",6.08851347444271e-107,-2.82457137532493,0.017,0.132,1.96567657522383e-102
"Actr3b",1.20395662761842e-106,-1.1434046126248,0.28,0.427,3.88697397226607e-102
"Fam124a",1.26339795992686e-106,-1.03277650045888,0.209,0.377,4.07888031362386e-102
"Gm17171",2.09564211998916e-106,1.78462230955265,0.184,0.084,6.76578058438501e-102
"Coro2a",2.88417000581125e-106,-1.4454038515972,0.094,0.243,9.31154286376163e-102
"Pex5l",3.58795207275826e-106,-1.72518631210627,0.346,0.462,1.15837032669001e-101
"Lrp4",5.28287402905344e-106,-5.65262866631663,0.004,0.109,1.7055758802799e-101
"Exph5",5.90592078535419e-106,-4.3304027467325,0.007,0.113,1.9067265255516e-101
"Ankrd6",1.40941781128667e-105,-1.93880754662214,0.098,0.241,4.55030540373903e-101
"Vipr1",2.19483846509073e-105,-3.28232731420917,0.011,0.122,7.08603598454542e-101
"Cck",2.57212495459479e-105,-1.03404071209781,0.369,0.507,8.3041054159093e-101
"Cd34",6.06933350728985e-105,-3.24657083789198,0.021,0.138,1.95948432282853e-100
"A830036E02Rik",6.66563060996541e-105,-2.23217544136902,0.055,0.186,2.15199884242733e-100
"Hrh1",9.13507955292914e-105,-2.25015488615973,0.043,0.17,2.94926043366317e-100
"Zfp641",1.0240834113398e-104,1.13216484764487,0.272,0.148,3.30625329351056e-100
"Fhl2",1.28137638955259e-104,-1.42298396838198,0.106,0.254,4.13692367367055e-100
"Plcxd3",1.34399683727511e-104,1.11807238580045,0.36,0.224,4.33909378914268e-100
"Yap1",1.37507900271319e-104,-4.6092828253641,0.01,0.118,4.43944256025952e-100
"Galnt17",2.41031226179707e-104,-1.17694025719806,0.33,0.489,7.78169313721186e-100
"Brinp1",3.1461771711521e-103,-1.27966825781963,0.518,0.574,1.01574329970645e-98
